entry_date,branch_name,time
1771998812,pr-3,25.220407962799
1771968699,pr-12,30.309317827225
1771968545,pr-16,48.845296144485
1771950869,pr-13,73.945962905884
1771950446,pr-11,80.849833965302
1771982662,pr-17,97.21036696434
1771936274,pr-8,106.03680706024
1771940820,pr-10,110.53167104721
1771953627,pr-14,113.6785531044
1771920992,pr-2,334.7546942234
